Customer ID,Total Cutomer,Brand,Age,Average Age,Age Group,Gender,Location,Rating,Average Satisfaction,Customer Satisfaction,Feedback Text,Customer Sentiment,Complaint Tag,Sentiment Score,Review Date,Month and Year,Monthly Satisfaction,High Risk Flag,High Risk Customer,Churn Risk%
CUST1324,1000,Apple,42,39,36-45,Female,Khulna,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"25 April, 2023",Apr-2023,,0,272,27%
CUST1325,1000,Oppo,59,39,47-60,Male,Rajshahi,4,3,Satisfied,Very durable,Positive,General,1,"25 March, 2024",Mar-2024,,0,272,27%
CUST1326,1000,Oneplus,48,39,46-55,Male,Chittagong,4,3,Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"4 March, 2023",Mar-2023,,0,272,27%
CUST1327,1000,Oppo,20,39,18-25,Female,Sylhet,5,3,Very Satisfied,Excellent customer support,Positive,Service Complaint,1,"14 April, 2023",Apr-2023,,0,272,27%
CUST1328,1000,Vivo,57,39,47-60,Male,Rajshahi,2,3,Dissatisfied,Customer service is slow,Negative,Slow System,-1,"29 October, 2024",Oct-2024,,1,272,27%
CUST1329,1000,Samsung,41,39,36-45,Male,Dhaka,3,3,Neutral,Breaks easily,Negative,General,-1,"30 September, 2023",Sep-2023,,0,271,27%
CUST1330,1000,Oppo,49,39,46-55,Male,Khulna,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"6 January, 2023",Jan-2023,,0,271,27%
CUST1331,1000,Samsung,39,39,36-45,Male,Chittagong,3,3,Neutral,Great performance under heavy use,Positive,General,1,"27 May, 2023",May-2023,,0,271,27%
CUST1332,1000,Oppo,40,39,36-45,Male,Dhaka,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"3 July, 2023",Jul-2023,,1,271,27%
CUST1333,1000,Apple,19,39,18-25,Female,Chittagong,4,3,Satisfied,Great performance under heavy use,Positive,General,1,"28 January, 2023",Jan-2023,,0,270,27%
CUST1334,1000,Apple,44,39,36-45,Male,Sylhet,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"3 July, 2024",Jul-2024,,1,270,27%
CUST1335,1000,Apple,59,39,47-60,Female,Rangpur,4,3,Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"29 April, 2023",Apr-2023,,0,269,27%
CUST1336,1000,Apple,19,39,18-25,Male,Khulna,5,3,Very Satisfied,Stylish design,Neutral,General,0,"20 October, 2023",Oct-2023,,0,269,27%
CUST1337,1000,Apple,43,39,36-45,Other,Barisal,1,3,Very Dissatisfied,Very durable,Positive,General,1,"6 January, 2024",Jan-2024,,1,269,27%
CUST1338,1000,Apple,34,39,26-35,Other,Khulna,5,3,Very Satisfied,Stylish design,Neutral,General,0,"1 September, 2023",Sep-2023,,0,268,27%
CUST1339,1000,Samsung,57,39,47-60,Other,Sylhet,2,3,Dissatisfied,Affordable and reliable,Positive,General,1,"2 August, 2024",Aug-2024,,1,268,27%
CUST1340,1000,Oneplus,50,39,46-55,Other,Khulna,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"26 December, 2024",Dec-2024,,1,267,27%
CUST1341,1000,Oppo,26,39,26-35,Female,Barisal,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"6 August, 2023",Aug-2023,,0,266,27%
CUST1342,1000,Apple,56,39,47-60,Female,Rajshahi,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"26 June, 2023",Jun-2023,,1,266,27%
CUST1343,1000,Samsung,46,39,46-55,Male,Chittagong,4,3,Satisfied,Amazing camera quality,Positive,General,1,"26 October, 2023",Oct-2023,,0,265,27%
CUST1344,1000,Samsung,59,39,47-60,Other,Barisal,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"6 November, 2024",Nov-2024,,1,265,27%
CUST1345,1000,Samsung,43,39,36-45,Female,Dhaka,3,3,Neutral,Customer service is slow,Negative,Slow System,-1,"27 February, 2023",Feb-2023,,0,264,26%
CUST1346,1000,Oneplus,52,39,46-55,Male,Sylhet,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"26 September, 2023",Sep-2023,,1,264,26%
CUST1347,1000,Oppo,42,39,36-45,Male,Rajshahi,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"4 November, 2023",Nov-2023,,1,263,26%
CUST1348,1000,Oneplus,41,39,36-45,Female,Dhaka,3,3,Neutral,Poor camera resolution,Negative,General,-1,"23 July, 2024",Jul-2024,,0,262,26%
CUST1349,1000,Xiaomi,30,39,26-35,Other,Dhaka,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"15 October, 2023",Oct-2023,,0,262,26%
CUST1350,1000,Samsung,24,39,18-25,Male,Sylhet,5,3,Very Satisfied,Excellent battery life,Positive,Battery Problem,1,"15 April, 2023",Apr-2023,,0,262,26%
CUST1351,1000,Xiaomi,53,39,46-55,Other,Rajshahi,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"16 August, 2023",Aug-2023,,1,262,26%
CUST1352,1000,Vivo,37,39,36-45,Other,Rangpur,3,3,Neutral,Poor camera resolution,Negative,General,-1,"4 September, 2023",Sep-2023,,0,261,26%
CUST1353,1000,Apple,18,39,18-25,Other,Dhaka,3,3,Neutral,Breaks easily,Negative,General,-1,"30 November, 2024",Nov-2024,,0,261,26%
CUST1354,1000,Apple,25,39,18-25,Male,Dhaka,4,3,Satisfied,Excellent battery life,Positive,Battery Problem,1,"8 May, 2024",May-2024,,0,261,26%
CUST1355,1000,Oneplus,33,39,26-35,Other,Rajshahi,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"24 March, 2023",Mar-2023,,0,261,26%
CUST1356,1000,Oppo,31,39,26-35,Male,Khulna,1,3,Very Dissatisfied,Customer service is slow,Negative,Slow System,-1,"5 July, 2023",Jul-2023,,1,261,26%
CUST1357,1000,Xiaomi,29,39,26-35,Other,Dhaka,5,3,Very Satisfied,Breaks easily,Negative,General,-1,"9 September, 2023",Sep-2023,,0,260,26%
CUST1358,1000,Oppo,40,39,36-45,Male,Chittagong,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"21 December, 2023",Dec-2023,,0,260,26%
CUST1359,1000,Oneplus,32,39,26-35,Other,Rajshahi,4,3,Satisfied,Stylish design,Neutral,General,0,"26 November, 2024",Nov-2024,,0,260,26%
CUST1360,1000,Apple,45,39,36-45,Female,Dhaka,1,3,Very Dissatisfied,Very durable,Positive,General,1,"29 July, 2023",Jul-2023,,1,260,26%
CUST1361,1000,Oppo,51,39,46-55,Other,Sylhet,4,3,Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"31 August, 2024",Aug-2024,,0,259,26%
CUST1362,1000,Oppo,19,39,18-25,Other,Barisal,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"22 March, 2024",Mar-2024,,1,259,26%
CUST1363,1000,Apple,49,39,46-55,Male,Chittagong,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"4 April, 2024",Apr-2024,,1,258,26%
CUST1364,1000,Xiaomi,40,39,36-45,Male,Barisal,1,3,Very Dissatisfied,Breaks easily,Negative,General,-1,"16 April, 2024",Apr-2024,,1,257,26%
CUST1365,1000,Apple,39,39,36-45,Other,Barisal,4,3,Satisfied,Very durable,Positive,General,1,"20 December, 2024",Dec-2024,,0,256,26%
CUST1366,1000,Oppo,42,39,36-45,Female,Dhaka,5,3,Very Satisfied,Excellent battery life,Positive,Battery Problem,1,"5 January, 2024",Jan-2024,,0,256,26%
CUST1367,1000,Xiaomi,39,39,36-45,Female,Chittagong,1,3,Very Dissatisfied,Stylish design,Neutral,General,0,"6 May, 2024",May-2024,,1,256,26%
CUST1368,1000,Xiaomi,39,39,36-45,Male,Chittagong,1,3,Very Dissatisfied,Very durable,Positive,General,1,"17 May, 2023",May-2023,,1,255,26%
CUST1369,1000,Apple,59,39,47-60,Female,Khulna,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"2 January, 2024",Jan-2024,,0,254,25%
CUST1370,1000,Oppo,23,39,18-25,Other,Barisal,5,3,Very Satisfied,Very durable,Positive,General,1,"3 July, 2023",Jul-2023,,0,254,25%
CUST1371,1000,Oneplus,32,39,26-35,Male,Chittagong,2,3,Dissatisfied,Affordable and reliable,Positive,General,1,"10 August, 2024",Aug-2024,,1,254,25%
CUST1372,1000,Oppo,54,39,46-55,Other,Khulna,4,3,Satisfied,Customer service is slow,Negative,Slow System,-1,"14 October, 2023",Oct-2023,,0,253,25%
CUST1373,1000,Samsung,50,39,46-55,Male,Rajshahi,2,3,Dissatisfied,Customer service is slow,Negative,Slow System,-1,"16 April, 2024",Apr-2024,,1,253,25%
CUST1374,1000,Vivo,25,39,18-25,Male,Khulna,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"10 January, 2024",Jan-2024,,0,252,25%
CUST1375,1000,Oneplus,22,39,18-25,Male,Sylhet,1,3,Very Dissatisfied,Affordable and reliable,Positive,General,1,"15 October, 2024",Oct-2024,,1,252,25%
CUST1376,1000,Xiaomi,56,39,47-60,Male,Rangpur,1,3,Very Dissatisfied,Very durable,Positive,General,1,"20 June, 2024",Jun-2024,,1,251,25%
CUST1377,1000,Oneplus,21,39,18-25,Female,Dhaka,5,3,Very Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"25 May, 2024",May-2024,,0,250,25%
CUST1378,1000,Xiaomi,23,39,18-25,Other,Rajshahi,1,3,Very Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"1 August, 2024",Aug-2024,,1,250,25%
CUST1379,1000,Xiaomi,49,39,46-55,Other,Rangpur,1,3,Very Dissatisfied,Customer service is slow,Negative,Slow System,-1,"7 September, 2023",Sep-2023,,1,249,25%
CUST1380,1000,Oneplus,47,39,46-55,Other,Rangpur,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"24 May, 2024",May-2024,,1,248,25%
CUST1381,1000,Xiaomi,52,39,46-55,Male,Rajshahi,4,3,Satisfied,Lags frequently,Negative,Slow System,-1,"21 September, 2024",Sep-2024,,0,247,25%
CUST1382,1000,Xiaomi,57,39,47-60,Female,Sylhet,4,3,Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"14 March, 2023",Mar-2023,,0,247,25%
CUST1383,1000,Samsung,33,39,26-35,Other,Khulna,3,3,Neutral,Battery drains quickly,Negative,Battery Problem,-1,"9 October, 2023",Oct-2023,,0,247,25%
CUST1384,1000,Oppo,30,39,26-35,Female,Dhaka,2,3,Dissatisfied,Stylish design,Neutral,General,0,"26 December, 2023",Dec-2023,,1,247,25%
CUST1385,1000,Oppo,59,39,47-60,Male,Khulna,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"10 January, 2023",Jan-2023,,0,246,25%
CUST1386,1000,Vivo,47,39,46-55,Other,Chittagong,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"30 July, 2023",Jul-2023,,0,246,25%
CUST1387,1000,Vivo,36,39,36-45,Female,Khulna,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"1 June, 2023",Jun-2023,,0,246,25%
CUST1388,1000,Samsung,34,39,26-35,Male,Rajshahi,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"5 January, 2023",Jan-2023,,0,246,25%
CUST1389,1000,Vivo,36,39,36-45,Female,Dhaka,4,3,Satisfied,Design feels outdated,Negative,General,-1,"14 July, 2023",Jul-2023,,0,246,25%
CUST1390,1000,Oneplus,45,39,36-45,Other,Khulna,3,3,Neutral,Too expensive for features,Negative,Pricing Issue,-1,"10 October, 2023",Oct-2023,,0,246,25%
CUST1391,1000,Apple,43,39,36-45,Other,Dhaka,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"8 April, 2024",Apr-2024,,0,246,25%
CUST1392,1000,Apple,54,39,46-55,Male,Dhaka,2,3,Dissatisfied,Excellent battery life,Positive,Battery Problem,1,"23 April, 2023",Apr-2023,,1,246,25%
CUST1393,1000,Apple,43,39,36-45,Male,Chittagong,1,3,Very Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"28 September, 2023",Sep-2023,,1,245,25%
CUST1394,1000,Samsung,40,39,36-45,Male,Chittagong,4,3,Satisfied,Excellent customer support,Positive,Service Complaint,1,"12 June, 2023",Jun-2023,,0,244,24%
CUST1395,1000,Samsung,26,39,26-35,Female,Rajshahi,4,3,Satisfied,Excellent battery life,Positive,Battery Problem,1,"4 April, 2024",Apr-2024,,0,244,24%
CUST1396,1000,Xiaomi,29,39,26-35,Female,Sylhet,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"15 April, 2023",Apr-2023,,0,244,24%
CUST1397,1000,Apple,18,39,18-25,Female,Rangpur,4,3,Satisfied,Design feels outdated,Negative,General,-1,"23 November, 2024",Nov-2024,,0,244,24%
CUST1398,1000,Oneplus,18,39,18-25,Male,Dhaka,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"9 July, 2024",Jul-2024,,0,244,24%
CUST1399,1000,Vivo,51,39,46-55,Other,Sylhet,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"9 October, 2023",Oct-2023,,0,244,24%
CUST1400,1000,Oneplus,49,39,46-55,Other,Rangpur,3,3,Neutral,Breaks easily,Negative,General,-1,"17 November, 2024",Nov-2024,,0,244,24%
CUST1401,1000,Vivo,42,39,36-45,Female,Rangpur,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"11 June, 2023",Jun-2023,,0,244,24%
CUST1402,1000,Apple,57,39,47-60,Female,Rajshahi,2,3,Dissatisfied,Stylish design,Neutral,General,0,"17 December, 2023",Dec-2023,,1,244,24%
CUST1403,1000,Apple,18,39,18-25,Other,Rangpur,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"9 March, 2024",Mar-2024,,0,243,24%
CUST1404,1000,Apple,33,39,26-35,Other,Rangpur,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"20 May, 2023",May-2023,,1,243,24%
CUST1405,1000,Samsung,56,39,47-60,Female,Dhaka,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"15 April, 2024",Apr-2024,,1,242,24%
CUST1406,1000,Vivo,22,39,18-25,Female,Dhaka,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"12 May, 2023",May-2023,,1,241,24%
CUST1407,1000,Samsung,39,39,36-45,Other,Barisal,1,3,Very Dissatisfied,Stylish design,Neutral,General,0,"28 March, 2023",Mar-2023,,1,240,24%
CUST1408,1000,Samsung,46,39,46-55,Male,Sylhet,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"18 November, 2024",Nov-2024,,1,239,24%
CUST1409,1000,Oppo,20,39,18-25,Female,Khulna,2,3,Dissatisfied,Design feels outdated,Negative,General,-1,"2 July, 2023",Jul-2023,,1,238,24%
CUST1410,1000,Oneplus,29,39,26-35,Other,Chittagong,3,3,Neutral,Amazing camera quality,Positive,General,1,"3 January, 2024",Jan-2024,,0,237,24%
CUST1411,1000,Oneplus,43,39,36-45,Other,Khulna,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"9 May, 2023",May-2023,,0,237,24%
CUST1412,1000,Xiaomi,33,39,26-35,Other,Sylhet,5,3,Very Satisfied,Breaks easily,Negative,General,-1,"3 September, 2023",Sep-2023,,0,237,24%
CUST1413,1000,Samsung,54,39,46-55,Other,Chittagong,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"23 August, 2024",Aug-2024,,1,237,24%
CUST1414,1000,Vivo,39,39,36-45,Male,Khulna,1,3,Very Dissatisfied,Very durable,Positive,General,1,"31 July, 2024",Jul-2024,,1,236,24%
CUST1415,1000,Oppo,46,39,46-55,Other,Barisal,3,3,Neutral,Amazing camera quality,Positive,General,1,"31 October, 2024",Oct-2024,,0,235,24%
CUST1416,1000,Oppo,31,39,26-35,Female,Chittagong,4,3,Satisfied,Design feels outdated,Negative,General,-1,"13 January, 2024",Jan-2024,,0,235,24%
CUST1417,1000,Oneplus,45,39,36-45,Male,Dhaka,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"29 May, 2023",May-2023,,1,235,24%
CUST1418,1000,Samsung,22,39,18-25,Other,Khulna,1,3,Very Dissatisfied,Design feels outdated,Negative,General,-1,"8 March, 2024",Mar-2024,,1,234,23%
CUST1419,1000,Xiaomi,47,39,46-55,Male,Chittagong,5,3,Very Satisfied,Design feels outdated,Negative,General,-1,"19 September, 2024",Sep-2024,,0,233,23%
CUST1420,1000,Samsung,22,39,18-25,Female,Barisal,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"26 December, 2024",Dec-2024,,0,233,23%
CUST1421,1000,Apple,29,39,26-35,Other,Rangpur,2,3,Dissatisfied,Design feels outdated,Negative,General,-1,"13 April, 2024",Apr-2024,,1,233,23%
CUST1422,1000,Samsung,33,39,26-35,Female,Chittagong,3,3,Neutral,Amazing camera quality,Positive,General,1,"21 March, 2024",Mar-2024,,0,232,23%
CUST1423,1000,Apple,43,39,36-45,Other,Chittagong,2,3,Dissatisfied,Very durable,Positive,General,1,"25 April, 2024",Apr-2024,,1,232,23%
CUST1424,1000,Apple,43,39,36-45,Other,Barisal,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"21 October, 2023",Oct-2023,,1,231,23%
CUST1425,1000,Xiaomi,38,39,36-45,Other,Rangpur,1,3,Very Dissatisfied,Design feels outdated,Negative,General,-1,"23 May, 2023",May-2023,,1,230,23%
CUST1426,1000,Vivo,56,39,47-60,Other,Khulna,3,3,Neutral,Design feels outdated,Negative,General,-1,"7 September, 2023",Sep-2023,,0,229,23%
CUST1427,1000,Oneplus,53,39,46-55,Other,Rajshahi,3,3,Neutral,Poor camera resolution,Negative,General,-1,"29 October, 2023",Oct-2023,,0,229,23%
CUST1428,1000,Samsung,50,39,46-55,Male,Khulna,5,3,Very Satisfied,Excellent customer support,Positive,Service Complaint,1,"25 January, 2023",Jan-2023,,0,229,23%
CUST1429,1000,Apple,47,39,46-55,Other,Rangpur,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"11 March, 2023",Mar-2023,,0,229,23%
CUST1430,1000,Samsung,54,39,46-55,Other,Sylhet,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"16 September, 2024",Sep-2024,,1,229,23%
CUST1431,1000,Vivo,40,39,36-45,Male,Barisal,1,3,Very Dissatisfied,Lags frequently,Negative,Slow System,-1,"22 April, 2023",Apr-2023,,1,228,23%
CUST1432,1000,Oneplus,27,39,26-35,Male,Khulna,4,3,Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"30 December, 2023",Dec-2023,,0,227,23%
CUST1433,1000,Vivo,22,39,18-25,Male,Chittagong,5,3,Very Satisfied,Excellent customer support,Positive,Service Complaint,1,"30 October, 2023",Oct-2023,,0,227,23%
CUST1434,1000,Oneplus,53,39,46-55,Male,Barisal,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"15 April, 2024",Apr-2024,,1,227,23%
CUST1435,1000,Oppo,51,39,46-55,Male,Dhaka,3,3,Neutral,Affordable and reliable,Positive,General,1,"1 April, 2023",Apr-2023,,0,226,23%
CUST1436,1000,Oneplus,48,39,46-55,Male,Rangpur,1,3,Very Dissatisfied,Very durable,Positive,General,1,"13 June, 2024",Jun-2024,,1,226,23%
CUST1437,1000,Xiaomi,27,39,26-35,Other,Khulna,3,3,Neutral,Stylish design,Neutral,General,0,"22 October, 2024",Oct-2024,,0,225,23%
CUST1438,1000,Vivo,36,39,36-45,Other,Barisal,3,3,Neutral,Lags frequently,Negative,Slow System,-1,"26 December, 2024",Dec-2024,,0,225,23%
CUST1439,1000,Apple,49,39,46-55,Female,Khulna,4,3,Satisfied,Lags frequently,Negative,Slow System,-1,"24 October, 2024",Oct-2024,,0,225,23%
CUST1440,1000,Oppo,18,39,18-25,Other,Barisal,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"11 July, 2023",Jul-2023,,0,225,23%
CUST1441,1000,Xiaomi,22,39,18-25,Other,Chittagong,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"5 July, 2024",Jul-2024,,1,225,23%
CUST1442,1000,Samsung,21,39,18-25,Male,Dhaka,3,3,Neutral,Excellent customer support,Positive,Service Complaint,1,"30 August, 2023",Aug-2023,,0,224,22%
CUST1443,1000,Vivo,33,39,26-35,Male,Dhaka,1,3,Very Dissatisfied,Customer service is slow,Negative,Slow System,-1,"18 May, 2023",May-2023,,1,224,22%
CUST1444,1000,Apple,41,39,36-45,Other,Sylhet,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"11 December, 2023",Dec-2023,,1,223,22%
CUST1445,1000,Oneplus,33,39,26-35,Female,Barisal,4,3,Satisfied,Excellent battery life,Positive,Battery Problem,1,"29 June, 2023",Jun-2023,,0,222,22%
CUST1446,1000,Apple,19,39,18-25,Male,Khulna,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"12 December, 2024",Dec-2024,,1,222,22%
CUST1447,1000,Samsung,45,39,36-45,Other,Dhaka,1,3,Very Dissatisfied,Design feels outdated,Negative,General,-1,"17 May, 2024",May-2024,,1,221,22%
CUST1448,1000,Oppo,49,39,46-55,Other,Rangpur,1,3,Very Dissatisfied,Design feels outdated,Negative,General,-1,"22 July, 2023",Jul-2023,,1,220,22%
CUST1449,1000,Oppo,44,39,36-45,Female,Dhaka,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"26 July, 2024",Jul-2024,,0,219,22%
CUST1450,1000,Vivo,37,39,36-45,Female,Rajshahi,3,3,Neutral,Amazing camera quality,Positive,General,1,"11 July, 2023",Jul-2023,,0,219,22%
CUST1451,1000,Oppo,41,39,36-45,Male,Rajshahi,3,3,Neutral,Poor camera resolution,Negative,General,-1,"5 January, 2023",Jan-2023,,0,219,22%
CUST1452,1000,Vivo,29,39,26-35,Female,Dhaka,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"25 August, 2023",Aug-2023,,1,219,22%
CUST1453,1000,Vivo,52,39,46-55,Other,Barisal,4,3,Satisfied,Poor camera resolution,Negative,General,-1,"23 November, 2024",Nov-2024,,0,218,22%
CUST1454,1000,Vivo,50,39,46-55,Other,Sylhet,3,3,Neutral,Affordable and reliable,Positive,General,1,"7 November, 2023",Nov-2023,,0,218,22%
CUST1455,1000,Oneplus,50,39,46-55,Female,Dhaka,5,3,Very Satisfied,Stylish design,Neutral,General,0,"2 July, 2024",Jul-2024,,0,218,22%
CUST1456,1000,Xiaomi,54,39,46-55,Female,Chittagong,2,3,Dissatisfied,Excellent customer support,Positive,Service Complaint,1,"25 February, 2023",Feb-2023,,1,218,22%
CUST1457,1000,Vivo,29,39,26-35,Female,Khulna,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"18 March, 2024",Mar-2024,,1,217,22%
CUST1458,1000,Vivo,20,39,18-25,Female,Sylhet,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"25 August, 2023",Aug-2023,,0,216,22%
CUST1459,1000,Xiaomi,18,39,18-25,Male,Chittagong,4,3,Satisfied,Excellent customer support,Positive,Service Complaint,1,"16 July, 2023",Jul-2023,,0,216,22%
CUST1460,1000,Apple,50,39,46-55,Female,Sylhet,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"7 August, 2024",Aug-2024,,0,216,22%
CUST1461,1000,Vivo,57,39,47-60,Male,Chittagong,4,3,Satisfied,Stylish design,Neutral,General,0,"24 July, 2024",Jul-2024,,0,216,22%
CUST1462,1000,Oneplus,27,39,26-35,Other,Khulna,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"28 May, 2024",May-2024,,0,216,22%
CUST1463,1000,Oppo,46,39,46-55,Female,Khulna,5,3,Very Satisfied,Breaks easily,Negative,General,-1,"24 March, 2024",Mar-2024,,0,216,22%
CUST1464,1000,Oppo,30,39,26-35,Male,Rajshahi,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"26 December, 2023",Dec-2023,,1,216,22%
CUST1465,1000,Samsung,29,39,26-35,Female,Barisal,2,3,Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"30 November, 2024",Nov-2024,,1,215,22%
CUST1466,1000,Samsung,48,39,46-55,Other,Chittagong,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"30 January, 2023",Jan-2023,,0,214,21%
CUST1467,1000,Oppo,19,39,18-25,Other,Rajshahi,5,3,Very Satisfied,Design feels outdated,Negative,General,-1,"18 April, 2023",Apr-2023,,0,214,21%
CUST1468,1000,Oppo,52,39,46-55,Other,Chittagong,3,3,Neutral,Customer service is slow,Negative,Slow System,-1,"24 August, 2024",Aug-2024,,0,214,21%
CUST1469,1000,Oneplus,40,39,36-45,Female,Rajshahi,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"17 December, 2024",Dec-2024,,1,214,21%
CUST1470,1000,Xiaomi,34,39,26-35,Female,Khulna,3,3,Neutral,Poor camera resolution,Negative,General,-1,"20 March, 2024",Mar-2024,,0,213,21%
CUST1471,1000,Samsung,43,39,36-45,Male,Sylhet,2,3,Dissatisfied,Excellent battery life,Positive,Battery Problem,1,"13 March, 2024",Mar-2024,,1,213,21%
CUST1472,1000,Xiaomi,25,39,18-25,Other,Rangpur,3,3,Neutral,Lags frequently,Negative,Slow System,-1,"28 August, 2024",Aug-2024,,0,212,21%
CUST1473,1000,Oneplus,46,39,46-55,Female,Rajshahi,5,3,Very Satisfied,Breaks easily,Negative,General,-1,"1 April, 2024",Apr-2024,,0,212,21%
CUST1474,1000,Oppo,43,39,36-45,Other,Chittagong,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"6 September, 2024",Sep-2024,,0,212,21%
CUST1475,1000,Vivo,27,39,26-35,Other,Chittagong,1,3,Very Dissatisfied,Affordable and reliable,Positive,General,1,"28 November, 2024",Nov-2024,,1,212,21%
CUST1476,1000,Xiaomi,43,39,36-45,Male,Rangpur,3,3,Neutral,Lags frequently,Negative,Slow System,-1,"26 November, 2024",Nov-2024,,0,211,21%
CUST1477,1000,Oppo,51,39,46-55,Male,Barisal,4,3,Satisfied,Amazing camera quality,Positive,General,1,"9 May, 2024",May-2024,,0,211,21%
CUST1478,1000,Oppo,58,39,47-60,Male,Khulna,1,3,Very Dissatisfied,Stylish design,Neutral,General,0,"4 November, 2024",Nov-2024,,1,211,21%
CUST1479,1000,Apple,24,39,18-25,Male,Chittagong,3,3,Neutral,Affordable and reliable,Positive,General,1,"4 September, 2023",Sep-2023,,0,210,21%
CUST1480,1000,Xiaomi,21,39,18-25,Other,Dhaka,3,3,Neutral,Amazing camera quality,Positive,General,1,"26 June, 2024",Jun-2024,,0,210,21%
CUST1481,1000,Vivo,28,39,26-35,Male,Sylhet,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"17 July, 2024",Jul-2024,,1,210,21%
CUST1482,1000,Xiaomi,46,39,46-55,Male,Rajshahi,5,3,Very Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"10 August, 2024",Aug-2024,,0,209,21%
CUST1483,1000,Oppo,53,39,46-55,Male,Barisal,3,3,Neutral,Poor camera resolution,Negative,General,-1,"14 March, 2024",Mar-2024,,0,209,21%
CUST1484,1000,Vivo,42,39,36-45,Male,Rangpur,5,3,Very Satisfied,Stylish design,Neutral,General,0,"5 October, 2023",Oct-2023,,0,209,21%
CUST1485,1000,Oneplus,38,39,36-45,Other,Sylhet,1,3,Very Dissatisfied,Affordable and reliable,Positive,General,1,"5 July, 2024",Jul-2024,,1,209,21%
CUST1486,1000,Apple,53,39,46-55,Male,Khulna,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"4 September, 2024",Sep-2024,,0,208,21%
